time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
70,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
14,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
36,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
30,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
118,Room Temperature,None (plain dal),Thick (low water),118,Open to air,3,3
115,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,115,Airtight,4,3
118,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),2,1
136,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
78,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
125,Room Temperature,Tomatoes,Medium,125,Covered (not airtight),3,3
24,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
157,Room Temperature,Tomatoes,Medium,157,Covered (not airtight),4,3
5,Room Temperature,None (plain dal),Medium,5,Airtight,0,1
62,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
106,Refrigerator,Tomatoes,Medium,4,Open to air,1,1
118,Refrigerator,None (plain dal),Watery (thin),3,Airtight,2,2
134,Refrigerator,None (plain dal),Medium,6,Covered (not airtight),3,2
49,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
72,Refrigerator,None (plain dal),Medium,2,Open to air,0,1
28,Refrigerator,Tomatoes,Watery (thin),3,Airtight,0,0
5,Refrigerator,None (plain dal),Medium,3,Covered (not airtight),0,0
42,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
121,Refrigerator,Tomatoes,Thick (low water),2,Open to air,0,0
107,Refrigerator,None (plain dal),Thick (low water),6,Covered (not airtight),0,1
51,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
28,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
1,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
52,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Covered (not airtight),0,1
136,Refrigerator,Tomatoes,Watery (thin),2,Open to air,1,1
154,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),2,2
5,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
121,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),121,Airtight,3,3
26,Refrigerator,None (plain dal),Watery (thin),6,Covered (not airtight),0,1
77,Room Temperature,Tomatoes,Medium,77,Airtight,4,3
18,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
25,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
3,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
7,Room Temperature,Tomatoes,Thick (low water),7,Covered (not airtight),0,1
146,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
8,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
54,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
162,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
23,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Open to air,0,0
104,Refrigerator,Tomatoes,Watery (thin),6,Airtight,0,1
15,Refrigerator,Tomatoes,Watery (thin),2,Open to air,0,0
137,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
44,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
13,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,0
10,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
63,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
97,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
14,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
91,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
88,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
119,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
119,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,1
80,Refrigerator,Tomatoes,Thick (low water),2,Open to air,0,0
20,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
158,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
56,Refrigerator,Tomatoes,Medium,3,Open to air,0,0
163,Refrigerator,Tomatoes,Thick (low water),2,Airtight,2,1
33,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),0,1
115,Refrigerator,Tomatoes,Thick (low water),4,Open to air,0,1
152,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,1
10,Room Temperature,Tomatoes,Medium,10,Airtight,0,1
86,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
35,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
51,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
149,Refrigerator,Tomatoes,Thick (low water),3,Airtight,1,1
60,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
130,Room Temperature,Tomatoes,Thick (low water),130,Airtight,3,3
117,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
88,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
51,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Airtight,0,1
106,Refrigerator,Tomatoes,Watery (thin),3,Airtight,1,1
123,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
105,Room Temperature,Tomatoes,Thick (low water),105,Airtight,3,3
84,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
105,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
143,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,1,1
68,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,68,Open to air,4,3
82,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
131,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),1,1
116,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
96,Room Temperature,Tomatoes,Medium,96,Airtight,3,3
85,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
97,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
16,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
8,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
80,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,1
70,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),1,1
76,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
102,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),1,1
82,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
7,Room Temperature,None (plain dal),Thick (low water),7,Covered (not airtight),0,1
110,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
24,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
81,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
63,Refrigerator,Tomatoes,Thick (low water),2,Open to air,0,0
47,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),0,1
54,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),1,1
124,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
142,Refrigerator,Tomatoes,Thick (low water),4,Open to air,2,1
7,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,7,Airtight,1,1
134,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),1,1
56,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
67,Refrigerator,None (plain dal),Medium,2,Open to air,2,1
24,Refrigerator,Tomatoes,Thick (low water),6,Covered (not airtight),2,1
112,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
6,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
57,Refrigerator,Tomatoes,Medium,4,Open to air,0,1
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Covered (not airtight),0,1
47,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
28,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
149,Refrigerator,Tomatoes,Thick (low water),2,Airtight,2,1
133,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,133,Airtight,4,3
67,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
141,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Airtight,1,1
150,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
126,Room Temperature,None (plain dal),Watery (thin),126,Airtight,4,3
149,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
9,Refrigerator,None (plain dal),Watery (thin),4,Airtight,0,1
57,Room Temperature,None (plain dal),Thick (low water),57,Airtight,3,3
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,0,1
42,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
94,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
165,Room Temperature,Tomatoes,Thick (low water),165,Airtight,4,3
98,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
106,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
21,Refrigerator,None (plain dal),Medium,4,Airtight,1,1
109,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
146,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
46,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),1,1
108,Refrigerator,None (plain dal),Watery (thin),1,Open to air,1,1
57,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
68,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
108,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
8,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Open to air,0,0
59,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
155,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
121,Refrigerator,Tomatoes,Thick (low water),6,Airtight,0,1
91,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,1
9,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
38,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
75,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
41,Room Temperature,None (plain dal),Medium,41,Covered (not airtight),3,3
44,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
59,Room Temperature,Tomatoes,Watery (thin),59,Open to air,3,3
41,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
161,Refrigerator,None (plain dal),Medium,4,Airtight,2,2
41,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),2,1
7,Room Temperature,Tomatoes,Watery (thin),7,Airtight,1,1
90,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
29,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
101,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
64,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
7,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
166,Refrigerator,None (plain dal),Medium,2,Airtight,2,2
97,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Covered (not airtight),1,1
121,Room Temperature,Tomatoes,Thick (low water),121,Airtight,4,3
41,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
69,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
10,Refrigerator,None (plain dal),Medium,3,Airtight,0,0
38,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,38,Open to air,2,2
92,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),0,1
113,Refrigerator,None (plain dal),Watery (thin),2,Airtight,3,2
23,Refrigerator,Tomatoes,Thick (low water),3,Open to air,0,0
57,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
168,Room Temperature,Tomatoes,Medium,168,Covered (not airtight),3,3
138,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
26,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
6,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
133,Refrigerator,Tomatoes,Watery (thin),1,Airtight,2,1
125,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
141,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
100,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
67,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
93,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,93,Covered (not airtight),4,3
41,Room Temperature,None (plain dal),Watery (thin),41,Airtight,3,3
116,Room Temperature,None (plain dal),Medium,116,Open to air,3,3
25,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
83,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
152,Refrigerator,None (plain dal),Watery (thin),3,Airtight,2,2
7,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
17,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,0
15,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,0
47,Refrigerator,None (plain dal),Watery (thin),2,Airtight,1,1
124,Refrigerator,Tomatoes,Thick (low water),4,Airtight,1,1
53,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,0
62,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,62,Airtight,3,3
27,Room Temperature,None (plain dal),Watery (thin),27,Airtight,3,3
34,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
133,Room Temperature,None (plain dal),Medium,133,Airtight,3,3
69,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
106,Refrigerator,Tomatoes,Watery (thin),2,Airtight,2,1
45,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
37,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
81,Room Temperature,Tomatoes,Thick (low water),81,Covered (not airtight),4,3
73,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Covered (not airtight),0,1
37,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
94,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
40,Room Temperature,None (plain dal),Thick (low water),40,Airtight,4,3
131,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
155,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
78,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
72,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
89,Refrigerator,Tomatoes,Watery (thin),1,Airtight,2,1
107,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
160,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
96,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
6,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
94,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
125,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,1
50,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
97,Room Temperature,None (plain dal),Medium,97,Covered (not airtight),3,3
23,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
64,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
56,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
44,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
103,Room Temperature,None (plain dal),Medium,103,Airtight,3,3
115,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
157,Refrigerator,None (plain dal),Medium,2,Airtight,3,2
157,Refrigerator,Tomatoes,Watery (thin),4,Covered (not airtight),0,1
155,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,1
26,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,26,Covered (not airtight),2,2
40,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
105,Refrigerator,Tomatoes,Medium,1,Open to air,2,1
98,Refrigerator,Tomatoes,Medium,1,Airtight,2,1
34,Refrigerator,Tomatoes,Watery (thin),3,Airtight,0,0
82,Refrigerator,None (plain dal),Thick (low water),2,Airtight,1,1
24,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
89,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
54,Refrigerator,None (plain dal),Medium,4,Open to air,0,1
81,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
162,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
74,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),2,2
51,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
140,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
46,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
85,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
1,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
150,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
141,Refrigerator,Tomatoes,Watery (thin),6,Open to air,3,2
148,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),1,1
38,Refrigerator,Tomatoes,Watery (thin),6,Open to air,0,1
20,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
20,Room Temperature,Tomatoes,Watery (thin),20,Airtight,4,3
141,Refrigerator,None (plain dal),Thick (low water),1,Airtight,2,1
48,Room Temperature,Tomatoes,Thick (low water),48,Covered (not airtight),4,3
58,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
135,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
62,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
131,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Airtight,1,1
135,Room Temperature,Tomatoes,Thick (low water),135,Covered (not airtight),4,3
159,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),2,2
84,Refrigerator,Tomatoes,Medium,3,Airtight,1,1
84,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
63,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
56,Room Temperature,Tomatoes,Medium,56,Covered (not airtight),4,3
16,Room Temperature,Tomatoes,Thick (low water),16,Open to air,0,1
104,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,0,1
69,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
89,Refrigerator,None (plain dal),Medium,2,Open to air,0,1
12,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
79,Refrigerator,None (plain dal),Thick (low water),4,Airtight,0,1
85,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
84,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
46,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
86,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
92,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
135,Room Temperature,None (plain dal),Medium,135,Airtight,4,3
127,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
162,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,1
60,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
44,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
51,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
41,Refrigerator,Tomatoes,Medium,3,Open to air,0,0
111,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
22,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
123,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
43,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
37,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
16,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),1,1
62,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
106,Room Temperature,None (plain dal),Medium,106,Airtight,3,3
134,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),1,1
81,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
62,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
136,Room Temperature,Tomatoes,Medium,136,Airtight,3,3
148,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
115,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
166,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),1,1
120,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,1
84,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
85,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
100,Room Temperature,None (plain dal),Thick (low water),100,Covered (not airtight),4,3
11,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),1,1
142,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
12,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
81,Room Temperature,None (plain dal),Thick (low water),81,Airtight,4,3
151,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,1
