time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
53,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
26,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
22,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
44,Freezer,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
45,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
37,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
48,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
48,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
18,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
49,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
80,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
82,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
43,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
7,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
41,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
10,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
39,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
27,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
35,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
71,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
24,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
23,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
82,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
57,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
34,Refrigerator,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
36,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
18,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
34,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
34,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
61,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
1,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
9,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
1,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
23,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
36,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
59,Freezer,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
44,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
31,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
61,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
17,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
88,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
8,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
17,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
37,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
48,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
45,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
8,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
29,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
13,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
68,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
25,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
37,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
33,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
16,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
16,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
76,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
62,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
13,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
34,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
35,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
19,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
57,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
8,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
58,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
41,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
20,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
85,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
90,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
58,Freezer,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
48,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
46,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
3,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
69,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
77,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
52,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
92,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
37,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
91,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
13,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
77,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
67,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
24,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
18,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
40,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
11,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
92,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
16,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
46,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
87,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
17,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
90,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
22,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
65,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
4,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
39,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
32,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
39,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
5,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
20,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
27,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
26,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
86,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
11,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
83,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
71,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
69,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
60,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
36,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
19,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
7,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
6,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
1,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
36,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
10,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
31,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
41,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
74,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
48,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
38,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
90,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
34,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
19,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
91,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
2,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
25,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
17,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
50,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
37,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
4,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
32,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
38,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
36,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
17,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
8,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
57,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
71,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
39,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
2,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
36,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
47,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
2,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
23,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
65,Freezer,Open Plate,None (plain),Summer (Hot),Soft & Pliable,Normal,0
5,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
